id;firstname;lastname;title;sex;country;birthdate;deathdate;birthplace;deathplace
298;Kuz'ma;Petrov-Vodkin;\N;M;RU;1878-00-00;1939-00-00;Khvalynsk;Saint Petersburg
299;Albert;Pfister;\N;M;CH;1884-00-00;1978-00-00;Stäfa;Erlenbach
300;Francis;Picabia;\N;M;FR;1879-00-00;1953-00-00;Paris;Paris
301;Pablo;Picasso;\N;M;ES;1881-00-00;1973-00-00;Málaga;Mougins
302;Niko;Pirosmanishvili;\N;M;GE;1862-00-00;1918-00-00;Mirzaani;Tbilisi
303;Armand;Point;\N;M;FR;1861-00-00;1932-00-00;Algiers;Marlotte
304;Jan;Preisler;\N;M;CZ;1872-00-00;1918-00-00;Dvůr Králové;Prague
305;Maurice Brazil;Prendergast;\N;M;US;1858-00-00;1924-00-00;Saint John's;New York
306;Gaetano;Previati;\N;M;IT;1852-00-00;1920-00-00;Ferrara;Lavagna
307;Antonín;Procházka;\N;M;CZ;1882-00-00;1945-00-00;Vážany;Brno
308;Hans;Purrmann;\N;M;DE;1880-00-00;1966-00-00;Speyer;Basel
309;Leo;Putz;\N;M;IT;1869-00-00;1940-00-00;Merano;Merano
310;Pierre;Puvis de Chavannes;\N;M;FR;1824-00-00;1898-00-00;Lyon;Paris
311;Jean;Puy;\N;M;FR;1876-00-00;1960-00-00;Roanne;Roanne
312;Isaak Moiseevich;Rabinovich;\N;M;RU;1894-00-00;1961-00-00;Kiev;Moscow
313;Paul Elie;Ranson;\N;M;FR;1861-00-00;1909-00-00;Limoges;Paris
314;William;Ratcliffe;\N;M;GB;1870-00-00;1955-00-00;Clenchwarton;London
315;\N;Man Ray;\N;M;US;1890-00-00;1976-00-00;Philadelphia;Paris
316;Odilon;Redon;\N;M;FR;1840-00-00;1916-00-00;Bordeaux;Paris
317;Pierre-Auguste;Renoir;\N;M;FR;1841-00-00;1919-00-00;Limoges;Cagnes-sur-Mer
318;Alfred;Reth;\N;M;FR;1884-00-00;1966-00-00;Budapest;Paris
319;József;Rippl-Rónai;\N;M;HU;1861-00-00;1927-00-00;Kaposvár;Kaposvár
320;Diego;Rivera;\N;M;MX;1886-00-00;1957-00-00;Guanajuato;Mexico City
321;William;Roberts;\N;M;GB;1895-00-00;1980-00-00;London;London
322;Alexander;Rodchenko;\N;M;RU;1891-00-00;1956-00-00;Saint Petersburg;Moscow
323;Auguste;Rodin;\N;M;FR;1840-00-00;1917-00-00;Paris;Meudon
324;Maurice;Rodo de Niederhäusern;\N;M;CH;1863-00-00;1913-00-00;Vevey;Munich
325;Christian;Rohlfs;\N;M;DE;1849-00-00;1938-00-00;Neindorf;Hagen
326;Romolo;Romani;\N;M;IT;1884-00-00;1916-00-00;Milan;Brescia
327;Félicien;Rops;\N;M;BE;1833-00-00;1898-00-00;Namur;Corbeil-Essonnes
328;Medardo;Rosso;\N;M;IT;1858-00-00;1928-00-00;Turin;Milan
329;Georges;Rouault;\N;M;FR;1871-00-00;1958-00-00;Paris;Paris
330;Henri;Rousseau;\N;M;FR;1844-00-00;1910-00-00;Laval;Paris
331;Ker-Xavier;Roussel;\N;M;FR;1867-00-00;1944-00-00;Lorry-lès-Metz;L'Étang-la-Ville
332;Morgan;Russell;\N;M;US;1886-00-00;1953-00-00;New York;Broomall
333;Luigi;Russolo;\N;M;IT;1885-00-00;1947-00-00;Venice;Venice
334;Nikolay;Ryabushinsky;\N;M;RU;1876-00-00;1951-00-00;Moscow;Nice
335;Albert Pinkham;Ryder;\N;M;US;1847-00-00;1917-00-00;New Bedford;Elmhurst
336;Gösta;Sandels;\N;M;SE;1887-00-00;1919-00-00;Gothenburg;Granada
337;Antonio;Sant'Elia;\N;M;IT;1888-00-00;1916-00-00;Como;Monfalcone
338;Nikolay;Sapunov;\N;M;RU;1880-00-00;1912-00-00;Moscow;Zelenogorsk
339;Martiros;Sarian;\N;M;AM;1880-00-00;1972-00-00;Nakhichevan;Yerevan
340;Morton Livingston;Schamberg;\N;M;US;1881-00-00;1918-00-00;Philadelphia;Philadelphia
341;Linka;Procházková;\N;F;CZ;1884-01-28;1960-10-21;Nové Dvory;Brno
342;Lodewijk;Schelfhout;\N;M;NL;1881-00-00;1943-00-00;Hague, The;Amstelveen
343;Egon;Schiele;\N;M;AT;1890-00-00;1918-00-00;Tulln;Vienna
344;Oskar;Schlemmer;\N;M;DE;1888-00-00;1943-00-00;Stuttgart;Baden-Baden
345;Karl;Schmidt-Rottluff;\N;M;DE;1884-00-00;1976-00-00;Rottluff;Berlin
346;Arnold;Schoenberg;\N;M;AT;1874-00-00;1951-00-00;Vienna;Los Angeles
347;Emile;Schuffenecker;\N;M;FR;1851-00-00;1934-00-00;Fresne-Saint-Mamès;Paris
348;Arthur;Segal;\N;M;RO;1875-00-00;1944-00-00;Iași;London
349;Giovanni;Segantini;\N;M;IT;1858-00-00;1899-00-00;Arco;Pontresina
350;Armand;Séguin;\N;M;FR;1869-00-00;1903-00-00;Paris;Châteauneuf-du-Faou
351;Paul;Sérusier;\N;M;FR;1864-00-00;1927-00-00;Paris;Morlaix
352;Albert;Servaes;\N;M;BE;1883-00-00;1966-00-00;Ghent;Luzern
353;Georges;Seurat;\N;M;FR;1859-00-00;1891-00-00;Paris;Paris
354;Gino;Severini;\N;M;IT;1883-00-00;1966-00-00;Cortona;Paris
355;René;Seyssaud;\N;M;FR;1867-00-00;1952-00-00;Marseilles;Saint-Chamas
356;Charles;Sheeler;\N;M;US;1883-00-00;1965-00-00;Philadelphia;Dobbs Ferry
357;Aleksandr;Shevchenko;\N;M;RU;1883-00-00;1948-00-00;Kharkov;Moscow
358;Iosif Solomonovič;Škol'nik;\N;M;UA;1883-00-00;1926-00-00;Balta, Odessa Oblast;Saint Petersburg
359;Léopold;Survage;\N;M;RU;1879-00-00;1968-00-00;Moscow;Paris
360;Walter Richard;Sickert;\N;M;GB;1860-00-00;1942-00-00;Munich;Bathampton
361;Paul;Signac;\N;M;FR;1863-00-00;1935-00-00;Paris;Paris
362;Ladislav;Šíma;\N;M;CZ;1885-07-12;1956-05-16;Prague;Benešov
363;Renée;Sintenis;\N;F;DE;1888-00-00;1965-00-00;Silesia;Berlin
364;Max;Slevogt;\N;M;DE;1868-00-00;1932-00-00;Landshut;Leinsweiler
365;John;Sloan;\N;M;US;1871-00-00;1951-00-00;Lock Haven;Hanover, New Hampshire
366;Johannes Carolus Bernardus;Sluijters;\N;M;NL;1881-00-00;1957-00-00;s Hertogenbosch;Amsterdam
367;Matthew Arnold Bracy;Smith;\N;M;GB;1879-00-00;1959-00-00;Halifax;London
368;Ardengo;Soffici;\N;M;IT;1879-00-00;1964-00-00;Rignano sull'Arno;Forte dei Marmi
369;Konstantin;Somov;\N;M;RU;1869-00-00;1939-00-00;Saint Petersburg;Paris
370;Henrik;Sørensen;\N;M;NO;1882-00-00;1962-00-00;Fryksände;Christiania (Oslo)
371;Václav;Špála;\N;M;CZ;1885-00-00;1946-00-00;Žlunice;Prague
372;Ėduard Karlovič;Spandikov;\N;M;RU;1875-00-00;1929-00-00;Kalvarija;\N
373;Stanley;Spencer;\N;M;GB;1891-00-00;1959-00-00;Cookham;Cliveden
374;Léon;Spilliaert;\N;M;BE;1881-00-00;1946-00-00;Ostend;Brussels
375;Jacob;Steinhardt;\N;M;IL;1887-00-00;1968-00-00;Zerków;Nahariyya
376;Joseph;Stella;\N;M;US;1877-00-00;1946-00-00;Muro Lucano;New York
377;John;Sten;\N;M;SE;1879-00-00;1922-00-00;Njutångers socken;Bali
378;Maurice;Sterne;\N;M;US;1877-00-00;1957-00-00;Liepāja;Mount Kisco
379;August;Strindberg;\N;M;SE;1849-00-00;1912-00-00;Stockholm;Stockholm
380;Sergey;Sudyekin;\N;M;RU;1882-00-00;1946-00-00;Smolensk;Nyack
381;Georg;Tappert;\N;M;DE;1880-00-00;1957-00-00;Berlin;Berlin
382;Johan Thorn;Prikker;\N;M;NL;1868-00-00;1932-00-00;Hague, The;Cologne
383;Lajos;Tihanyi;\N;M;HU;1885-00-00;1938-00-00;Budapest;Paris
384;Charley;Toorop;\N;F;NL;1891-00-00;1955-00-00;Katwijk aan Zee;Bergen, North Holland
385;Oluf;Wold-Torne;\N;M;NO;1867-00-00;1919-00-00;Son;Christiania (Oslo)
386;Henri de;Toulouse-Lautrec;\N;M;FR;1864-00-00;1901-00-00;Albi;Langon
387;Albert;Trachsel;\N;M;CH;1863-00-00;1929-00-00;Nidau;Geneva
388;John Henry;Twachtman;\N;M;US;1853-00-00;1902-00-00;Cincinnati;Gloucester
389;Edgard;Tytgat;\N;M;BE;1879-00-00;1957-00-00;Brussels;Brussels
390;Nikolay Pavlovic;Ul'yanov;\N;M;RU;1875-00-00;1949-00-00;Yelets;Moscow
391;Petr Savvič;Utkin;\N;M;RU;1877-00-00;1934-00-00;Tambov;Saint Petersburg
392;Maurice;Utrillo;\N;M;FR;1883-00-00;1955-00-00;Paris;Dax
393;Suzanne;Valadon;\N;F;FR;1865-00-00;1938-00-00;Bessines-sur-Gartempe;Paris
394;Félix;Vallotton;\N;M;CH;1865-00-00;1925-00-00;Lausanne;Paris
395;Louis;Valtat;\N;M;FR;1869-00-00;1952-00-00;Dieppe;Paris
396;Frits van den;Berghe;\N;M;BE;1883-00-00;1939-00-00;Ghent;Ghent
397;Henry van de;Velde;\N;M;BE;1863-00-00;1957-00-00;Antwerp;Zurich
398;Gustave van de;Woestijne;\N;M;BE;1881-00-00;1947-00-00;Ghent;Brussels
399;Theo van;Doesburg;\N;M;NL;1883-00-00;1931-00-00;Utrecht;Davos
400;Kees van;Dongen;\N;M;NL;1877-00-00;1968-00-00;Rotterdam;Monte Carlo
401;Vincent van;Gogh;\N;M;NL;1853-00-00;1890-00-00;Zundert;Auvers-sur-Oise
402;Jacoba van;Heemskerck van Beest;\N;F;NL;1876-00-00;1923-00-00;Hague, The;Domburg
403;Otto van;Rees;\N;M;NL;1884-00-00;1957-00-00;Freiburg im Breisgau;Utrecht
404;Théo van;Rysselberghe;\N;M;BE;1862-00-00;1926-00-00;Ghent;Saint-Clair, Var
405;Georges;Vantongerloo;\N;M;BE;1886-00-00;1965-00-00;Antwerp;Paris
406;Emile;Verhaeren;\N;M;BE;1856-00-00;1916-00-00;Sint-Amands;Rouen
407;Jean;Verhoeven;\N;M;\N;\N;\N;\N;\N
408;Jacques;Villon;\N;M;FR;1875-00-00;1963-00-00;Damville;Puteaux
409;Albert Paris von;Gütersloh;\N;M;AT;1887-00-00;1973-00-00;Vienna;Baden bei Wien
410;Ludwig von;Hofmann;\N;M;DE;1861-00-00;1945-00-00;Darmstadt;Pillnitz
411;Hans von;Marées;\N;M;DE;1837-00-00;1887-00-00;Elberfeld;Rome
412;Franz von;Stuck;\N;M;DE;1863-00-00;1928-00-00;Tettenweis;Munich
413;Fritz von;Uhde;\N;M;DE;1848-00-00;1911-00-00;Limbach-Oberfrohna;Munich
414;Marianne;Werefkin;\N;F;RU;1860-00-00;1938-00-00;Tula;Ascona
415;Mikhail;Vrubel';\N;M;RU;1856-00-00;1910-00-00;Omsk;Saint Petersburg
416;Edouard;Vuillard;\N;M;FR;1868-00-00;1940-00-00;Cuiseaux;Baule, la
417;Edward;Wadsworth;\N;M;GB;1889-00-00;1949-00-00;Cleckheaton;London
418;Abraham;Walkowitz;\N;M;US;1880-00-00;1965-00-00;Tyumen';New York
419;Max;Weber;\N;M;US;1881-00-00;1961-00-00;Białystok;Great Neck
420;Erik;Werenskiold;\N;M;NO;1855-00-00;1938-00-00;Eidskog;Christiania (Oslo)
421;James McNeill;Whistler;\N;M;US;1834-00-00;1903-00-00;Lowell;London
422;Erich;Wichman;\N;M;NL;1890-00-00;1929-00-00;Utrecht;Amsterdam
423;Alfred Aaron;Wolmark;\N;M;GB;1877-00-00;1961-00-00;Warsaw;London
424;Rik;Wouters;\N;M;BE;1882-00-00;1916-00-00;Mechelen;Amsterdam
425;Georgy;Yakulov;\N;M;GE;1884-00-00;1928-00-00;Tbilisi;Yerevan
426;Ossip;Zadkine;\N;M;FR;1890-00-00;1967-00-00;Vitebsk;Paris
427;Kyril Mikhailovich;Zdanevich;\N;M;RU;1892-00-00;1969-00-00;Tbilisi;Tbilisi
428;William;Zorach;\N;M;US;1887-00-00;1966-00-00;Jurbarkas;Bath
429;Anders;Zorn;\N;M;SE;1860-00-00;1920-00-00;Mora;Mora
430;Jan;Zrzavý;\N;M;CZ;1890-00-00;1977-00-00;Havlíčkův Brod;Prague
431;\N;alberts;\N;\N;\N;\N;\N;\N;\N
432;Jacob;Alberts;\N;M;DE;1860-00-00;1941-00-00;Silesia;Malente
433;Hans;Baluschek;\N;M;DE;1870-00-00;1935-00-00;Breslau;Berlin
434;Carl Ludwig Noah;Bantzer;\N;M;DE;1857-08-06;1941-00-00;Ziegenhain;Marburg
435;Wilhelm Peter;Bayer;\N;M;DE;1871-05-27;1919-00-00;Karlsruhe;Mannheim
436;Ernst;Bischoff-Culm;\N;M;DE;1870-00-00;1917-00-00;Chełmno;France
437;Josef;Block;\N;M;DE;1863-00-00;1943-12-20;Bernstadt in Schlesien;Berlin
438;Gregor von, the elder;Bochmann;\N;M;DE;1850-00-00;1930-00-00;Estonia;Hösel
439;\N;bondy;\N;\N;\N;\N;\N;\N;\N
440;Walther;Bondy;\N;M;CZ;1880-12-28;1940-09-17;Prague;Toulon
441;Hans;Borchardt;\N;M;DE;1865-00-00;1917-00-00;Berlin;Munich
442;Robert;Breyer;\N;M;DE;1866-00-00;1941-00-00;Stuttgart;Bensheim
443;Theo von;Brockhusen;\N;M;DE;1882-00-00;1919-00-00;Olecko;Berlin
444;Hermann;Bruck;\N;M;DE;1873-00-00;1951-00-00;Hirschberg, Schlesien;Sydney
445;Wilhelm;Claudius;\N;M;DE;1854-00-00;1942-00-00;Altona;Dresden
446;Walter;Conz;\N;M;DE;1872-00-00;1947-00-00;Stuttgart;Überlingen
447;Joseph;Damberger;\N;M;DE;1867-00-00;1951-00-00;Munich;Munich
448;Ludwig;Dill;\N;M;DE;1848-00-00;1940-00-00;Gernsbach;Karlsruhe
449;Andreas;Dirks;\N;M;DE;1866-00-00;1922-00-00;Tinnum;Dusseldorf
450;Fritz;Erler;\N;M;DE;1868-00-00;1940-00-00;Frankenstein;Munich
451;Erich;Erler;\N;M;DE;1870-00-00;1935-00-00;Frankenstein;Icking
452;Julius;Exter;\N;M;DE;1863-00-00;1939-00-00;Ludwigshafen;Übersee
453;Amandus;Faure;\N;M;DE;1874-00-00;1931-00-00;Hamburg;Stuttgart
454;Konrad;Fehr;\N;M;DE;1854-00-00;1933-00-00;Toftlund;Berlin
455;Adele von;Finck;\N;F;DE;1879-00-00;1943-00-00;Buenos Aires;Berlin
456;Philipp;Franck;\N;M;DE;1860-00-00;1944-00-00;Frankfurt am Main;Berlin
457;Otto;Friedrich;\N;M;HU;1862-00-00;1937-00-00;Győr;Vienna
458;Ernst;Gabler;\N;M;DE;1872-00-00;1937-00-00;Eisenach;Berlin
459;Carlos;Grethe;\N;M;DE;1864-00-00;1913-00-00;Montevideo;Nieuwpoort
460;Rudolf;Gudden;\N;M;DE;1863-00-00;1935-00-00;Werneck;Munich
461;Hugo von;Habermann;Freiherr;M;DE;1849-00-00;1929-00-00;Dillingen an der Donau;Munich
462;Theodor Joseph;Hagen;\N;M;DE;1842-00-00;1919-00-00;Düsseldorf;Weimar
463;Karl;Haider;\N;M;DE;1846-00-00;1912-00-00;Munich;Schliersee
464;Erich;Hancke;\N;M;DE;1871-03-10;1954-05-03;Breslau;Berlin
465;Hugo Friedrich;Hartmann;\N;M;DE;1870-00-00;1960-00-00;Susz;Bardowick
466;Robert von;Haug;\N;M;DE;1857-00-00;1922-00-00;Stuttgart;Stuttgart
467;Hans von;Hayek;\N;M;AT;1869-00-00;1940-00-00;Vienna;Munich
468;Thomas Theodor;Heine;\N;M;DE;1867-00-00;1948-00-00;Leipzig;Stockholm
469;Hermine;Heller-Ostersetzer;\N;F;AT;1874-00-00;1909-00-00;Vienna;Grimmenstein
470;Curt;Herrmann;\N;M;DE;1854-00-00;1929-00-00;Merseburg;Erlangen
471;Fritz;Herzog;\N;M;\N;\N;\N;\N;\N
472;Otto;Hettner;\N;M;DE;1875-00-00;1931-00-00;Dresden;Dresden
473;Dora;Hitz;\N;F;DE;1856-00-00;1924-00-00;Altdorf bei Nürnberg;Berlin
474;Robert;Hoffmann;\N;M;DE;1868-00-00;1935-00-00;Stuttgart;Urberg
475;Heinrich;Hübner;\N;M;DE;1869-00-00;1945-00-00;Berlin;Dingelsdorf
476;Theodor;Hummel;\N;M;DE;1864-00-00;1939-00-00;Schliersee;Munich
477;Leopold;Kalckreuth;Graf;M;DE;1855-00-00;1928-00-00;Dusseldorf;Seevetal
478;Konrad von;Kardorff;\N;M;DE;1877-00-00;1945-00-00;Silesia;Berlin
479;Albert von;Keller;\N;M;DE;1844-00-00;1920-00-00;Gais;Munich
480;Philipp;Klein;\N;M;DE;1871-00-00;1907-00-00;Mannheim;Gundelsheim
481;Von Diepold Leo;Klein;\N;M;DE;1865-00-00;1944-00-00;Dortmund;Berlin
482;Paul;Klimsch;\N;M;DE;1868-00-00;1917-00-00;Frankfurt am Main;Frankfurt am Main
483;Leo von;König;\N;M;DE;1871-00-00;1944-00-00;Brunswick;Tutzing
484;Gotthardt;Kuehl;\N;M;DE;1850-00-00;1915-00-00;Lubeck;Dresden
485;Max;Kurzweil;\N;M;AT;1867-00-00;1916-00-00;Moravia;Vienna
486;Christian Adam;Landenberger;\N;M;DE;1862-00-00;1927-00-00;Ebingen;Stuttgart
487;Walter;Leistikow;\N;M;DE;1865-00-00;1908-00-00;Bydgoszcz;Berlin
488;Reinhold;Lepsius;\N;M;DE;1857-00-00;1922-00-00;Berlin;Berlin
489;Sabine;Lepsius;\N;F;DE;1864-00-00;1942-00-00;Berlin;Bayreuth
490;Adolfo;Levier;\N;M;IT;1873-00-00;1953-00-00;Trieste;Trieste
491;Helmuth;Liesegang;\N;M;DE;1858-00-00;1945-00-00;Duisburg;Leipzig
492;Heinrich Eduard;Linde-Walther;\N;M;DE;1868-00-00;1939-00-00;Lubeck;Travemünde
493;Adolf;Luntz;\N;M;AT;1875-00-00;1924-00-00;Vienna;Karlsruhe
494;Fritz;Mackensen;\N;M;DE;1866-00-00;1953-00-00;Greene;Bremen
495;Bruno;Marquardt;\N;M;DE;1878-00-00;1916-00-00;Berlin;Verdun-sur-Meuse
496;Carl;Moll;\N;M;AT;1861-00-00;1945-00-00;Vienna;Vienna
497;Hermann;Münchhausen;\N;M;DE;1875-00-00;1947-00-00;Brzeg;Berlin
498;Rudolf;Nissl;\N;M;DE;1870-00-00;1955-00-00;Fügen;Munich
499;Ernst;Oppler;\N;M;DE;1867-00-00;1929-00-00;Hanover;Berlin
500;Fritz;Overbeck;\N;M;DE;1869-00-00;1909-00-00;Bremen;Vegesack
501;Richard;Pietzsch;\N;M;DE;1872-00-00;1960-00-00;Blasewitz;Munich
502;Hermann;Pleuer;\N;M;DE;1863-00-00;1911-00-00;Schwäbisch Gmünd;Stuttgart
503;Emil;Pottner;\N;M;DE;1872-00-00;1942-00-00;Salzburg;Minsk
504;Heine;Rath;\N;M;DE;1873-00-00;1920-00-00;Berlin;Stuttgart
505;Heinrich;Reifferscheid;\N;M;DE;1872-00-00;1945-00-00;Breslau;Niederdollendorf
506;Otto, the younger;Reiniger;\N;M;DE;1863-00-00;1909-00-00;Stuttgart;Korntal-Münchingen
507;Fritz;Rhein;\N;M;DE;1873-00-00;1948-00-00;Stettin;Freckenhorst
508;Robert Ludwig;Richter;\N;M;DE;1883-00-00;\N;\N;\N
509;Rudolf;Riemerschmid;\N;M;DE;1873-00-00;1953-00-00;Munich;Munich
510;Georg;Sauter;\N;M;DE;1866-00-00;1937-00-00;Markt Rettenbach;Brannenburg
511;Alexander;Schmidt-Michelsen;\N;M;DE;1859-00-00;1908-00-00;Leipzig;Leipzig
512;Maria;Slavona;\N;F;DE;1865-00-00;1931-00-00;Lubeck;Berlin
513;Otto;Sohn-Rethel;\N;M;DE;1877-00-00;1949-00-00;Dusseldorf;Anacapri
514;Eugen;Spiro;\N;M;DE;1874-00-00;1972-00-00;Breslau;New York
515;Toni von;Stadler;\N;M;AT;1850-00-00;1917-00-00;Göllersdorf;Munich
516;Robert Hermann;Sterl;Prof.;M;DE;1867-00-00;1932-00-00;Großdobritz;Naundorf (Struppen)
517;Ulrich;Hübner;\N;M;DE;1872-00-00;1932-00-00;Berlin;Neubabelsberg
518;George;Mosson;\N;M;DE;1851-00-00;1933-00-00;Aix-en-Provence;Berlin
519;Marie;Herbays;\N;F;\N;\N;\N;\N;\N
520;Theresia Elisa van;Hall;\N;F;NL;1872-00-00;1931-00-00;Utrecht;Amsterdam
521;André;Blandin;\N;M;FR;1878-00-00;1944-03-11;Paris;\N
522;Pierre;Abattuci;\N;M;BE;1871-00-00;1942-00-00;Molenbeek-Saint-Jean;Ixelles
523;Charles;Bonaugure;\N;M;BE;1880-00-00;1947-00-00;Mechelen;Mechelen
524;Marnix d';Haveloose;\N;M;BE;1885-00-00;1973-00-00;Maldegem;Brussels
525;H.;Daye;\N;\N;\N;\N;\N;\N;\N
526;Anne-Pierre de;Kat;\N;M;BE;1881-00-00;1968-00-00;Delft;La Frette-sur-Seine
527;René;De Man;\N;M;BE;\N;\N;\N;\N
528;Paul;Bayard;\N;M;\N;\N;\N;\N;\N
529;Léon;Billiet;\N;M;BE;1868-00-00;1949-00-00;\N;\N
530;Theo;Blickx;\N;M;BE;1875-00-00;1963-00-00;Mechelen;Mechelen
531;Nand;Buyle;\N;M;BE;1872-00-00;1950-00-00;Roubaix;Watermaal-Bosvoorde
532;Edgar;Bytebier;\N;M;BE;1875-00-00;1940-00-00;Ghent;Dilbeek
533;Félix;Constant;\N;M;BE;1865-00-00;1924-00-00;Brussels;Brussels
534;Joseph;De Meyer;\N;M;\N;\N;\N;\N;\N
535;\N;Desaedeleer;\N;M;\N;\N;\N;\N;\N
536;Jules;Dubois;\N;M;BE;1864-00-00;1957-00-00;\N;\N
537;Jean;Eyckelbosch;\N;M;\N;\N;\N;\N;\N
538;Francois;Gailliard;\N;M;BE;1861-00-00;1932-00-00;Brussels;Saint-Gilles
539;François Joseph Clement;Halkett;\N;M;BE;1856-00-00;1921-00-00;Brussels;Ixelles
540;Adolphe;Keller;\N;M;BE;1880-00-00;1968-00-00;Brussels;Brussels
541;Henri;Roidot;\N;M;BE;1877-00-00;1960-00-00;Anderlecht;Linkebeek
542;Jules;Rullens;\N;M;BE;1858-00-00;1936-00-00;Ghent;Woluwe-Saint-Lambert
543;H.;Schaepherders;\N;\N;\N;\N;\N;\N;\N
544;Louis;Taverne;\N;M;BE;1859-00-00;1934-00-00;Brussels;Saint-Gilles
545;Alphonse van, Sr.;Beurden;\N;M;BE;1854-00-00;1938-00-00;Antwerp;Antwerp
546;Frans van;Damme;\N;M;BE;1858-00-00;1925-00-00;Hamme;Brussels
547;Hubert van den;Bossche;\N;M;BE;1874-00-00;1957-00-00;Ninove;Linkebeek
548;Pierre;Weyel;\N;M;\N;\N;\N;\N;\N
549;Clément de;Porre;\N;M;BE;1874-00-00;1947-00-00;Ghent;Ledeberg (Ghent)
550;Léon de;Smet;\N;M;BE;1881-00-00;1966-00-00;Ghent;Deurle
551;Louis;Dumont;\N;M;\N;\N;\N;\N;\N
552;Jehan;Frison;\N;M;BE;1882-00-00;1961-00-00;Brussels;Linkebeek
553;Richard;Heintz;\N;M;BE;1871-00-00;1929-00-00;Vottem;Syria
554;Marcel;Jefferys;\N;M;BE;1872-00-00;1924-00-00;Milan;Ixelles
555;William;Jelley;\N;M;BE;1856-00-00;1932-00-00;Brussels;Anderlecht
556;Aloys;Hugonnet;\N;M;CH;1879-00-00;1938-00-00;Morges;Lausanne
557;Pierre;Kerfyser;\N;M;\N;\N;\N;\N;\N
558;Henri Louis Philippe;Le Roux;\N;M;BE;1872-00-00;1942-00-00;Châtelet;Brussels
559;Fernand;Lantoine;\N;M;FR;1876-00-00;1955-00-00;Maretz;Brussels
560;Raoul;Martinez;\N;M;NL;1876-00-00;1973-00-00;Cuba;Neuilly-sur-Seine
561;Auguste;Oleffe;\N;M;BE;1867-00-00;1931-00-00;Brussels;Brussels
562;A.;Paterson;\N;\N;\N;\N;\N;\N;\N
563;Louis Albert;Roessingh;\N;M;NL;1873-00-00;1951-00-00;Assen;Antwerp
564;Pierre;Paulus;\N;M;BE;1881-00-00;1959-00-00;Châtelet;Saint-Gilles
565;Emile;Rommelaere;\N;M;BE;1873-00-00;1961-11-21;Bruges;Westkapelle
566;Charles;Theunissen;\N;M;BE;1871-00-00;1948-00-00;As;Watermaal-Bosvoorde
567;Alphonse van, Jr.;Beurden;\N;M;BE;1878-00-00;1962-00-00;Antwerp;Antwerp
568;Eugène Van;Mierlo;\N;M;\N;1880-00-00;1972-00-00;Turnhout;\N
569;Marten Van Der;Loo;\N;M;BE;1880-00-00;1920-00-00;Mortsel;Antwerp
570;Constant van;Offel;\N;M;BE;1885-00-00;1924-00-00;Antwerp;Brussels
571;Tony van;Os;\N;M;BE;1886-00-00;1945-00-00;Antwerp;Temse
572;Henry;Wauters;\N;M;\N;\N;\N;\N;\N
573;Emile;Welvaert;\N;\N;\N;\N;\N;\N;\N
574;Wilhelm;Altheim;\N;M;DE;1871-00-00;1914-00-00;Groß-Gerau;Frankfurt am Main
575;Maximilien;Luce;\N;M;FR;1858-00-00;1941-00-00;Paris;Paris
576;Eva;Stort;\N;F;DE;1855-00-00;1936-00-00;Berlin;Berlin
577;Carl;Strathmann;\N;M;DE;1866-00-00;1939-00-00;Dusseldorf;Munich
578;Max Arthur;Stremel;\N;M;DE;1859-00-00;1928-00-00;Zittau;Ulm
579;Hans;Thoma;\N;M;DE;1839-00-00;1924-00-00;Bernau im Schwarzwald;Karlsruhe
580;Charles;Tooby;\N;M;GB;1863-00-00;1913-10-13;London;London
581;Wilhelm;Trübner;\N;M;DE;1851-00-00;1917-00-00;Heidelberg;Karlsruhe
582;Alice;Trübner;\N;F;DE;1875-00-00;1916-00-00;Bradford;Berlin
583;Kurt;Tuch;\N;M;DE;1877-05-27;1963-11-23;Leipzig;Muri
584;Hans Richard von;Volkmann;\N;M;DE;1860-00-00;1927-00-00;Halle;Halle
585;Karl;Walser;\N;M;CH;1877-00-00;1943-00-00;Teufen;Zurich
586;Emil Rudolf;Weiss;\N;M;DE;1875-00-00;1942-00-00;Lahr;Meersburg
587;Hans Beatus;Wieland;\N;M;CH;1867-00-00;1945-00-00;Gallusberg bei Mörschwil;Kriens
588;Heinrich von;Zügel;\N;M;DE;1850-00-00;1941-00-00;Murrhardt;Munich
589;Benno;Becker;\N;M;DE;1860-00-00;1938-00-00;Memel;Munich
590;Franz;Christophe;\N;M;DE;1875-09-23;1946-01-31;Vienna;Berlin
591;Gerhard;Janssen;\N;M;DE;1863-00-00;1931-00-00;Kalkar;Dusseldorf
592;Julius;Klinger;\N;M;AT;1876-00-00;1942-00-00;Vienna;Minsk
593;Waldemar;Rösler;\N;M;DE;1882-00-00;1916-00-00;Striesen;Orzysz
594;Ernst;Stern;\N;M;DE;1876-00-00;1954-00-00;Bucharest;London
595;Heinrich;Zille;\N;M;DE;1858-00-00;1929-00-00;Radeburg;Berlin
596;DELETE;DELETE;\N;\N;\N;\N;\N;\N;\N
597;\N;malevic;\N;\N;\N;\N;\N;\N;\N
598;V. V.;Shavrin;\N;M;RU;\N;\N;\N;\N
599;Leopold;Forstner;\N;M;AT;1878-00-00;1936-00-00;Bad Leonfelden;Stockerau
600;Józef;Mehoffer;\N;M;PL;1869-00-00;1946-00-00;Ropczyce;Wadowice
